word	nodeType	synsetCount	unit	count
wall	NOUN	9	shining-dialogue	14
wallet	NOUN	1	shining-dialogue	12
wash	NOUN	21	shining-dialogue	2
washing	NOUN	15	shining-dialogue	2
watch	NOUN	13	shining-dialogue	6
water	NOUN	10	shining-dialogue	10
wave	NOUN	14	shining-dialogue	8
way	NOUN	13	shining-dialogue	20
weather	NOUN	6	shining-dialogue	18
weeping	NOUN	4	shining-dialogue	4
wendy	NOUN	0	shining-dialogue	6
west	NOUN	10	shining-dialogue	2
wheel	NOUN	11	shining-dialogue	2
while	NOUN	1	shining-dialogue	6
wife	NOUN	1	shining-dialogue	16
will	NOUN	6	shining-dialogue	2
wind	NOUN	15	shining-dialogue	4
window	NOUN	8	shining-dialogue	50
wing	NOUN	12	shining-dialogue	2
winter	NOUN	2	shining-dialogue	28
wiper	NOUN	3	shining-dialogue	2
wisdom	NOUN	5	shining-dialogue	4
woman	NOUN	4	shining-dialogue	6
wood	NOUN	8	shining-dialogue	6
word	NOUN	11	shining-dialogue	20
work	NOUN	34	shining-dialogue	6
world	NOUN	9	shining-dialogue	2
wrist	NOUN	1	shining-dialogue	2
wristwatch	NOUN	1	shining-dialogue	2
writer	NOUN	2	shining-dialogue	2
writing	NOUN	15	shining-dialogue	2
year	NOUN	4	shining-dialogue	12
yesterday	NOUN	4	shining-dialogue	2
-	NOUN	0	jacobs-ladder-script	5
?	NOUN	0	jacobs-ladder-script	1
BODY	NOUN	12	jacobs-ladder-script	1
DOORMAN	NOUN	1	jacobs-ladder-script	2
DRIVER	NOUN	5	jacobs-ladder-script	1
ENEMY	NOUN	4	jacobs-ladder-script	1
GARDEN	NOUN	4	jacobs-ladder-script	7
Intellectu-	NOUN	0	jacobs-ladder-script	1
NEw	NOUN	12	jacobs-ladder-script	1
ORDERLY	NOUN	4	jacobs-ladder-script	1
PEOPLE	NOUN	6	jacobs-ladder-script	10
POLICE	NOUN	2	jacobs-ladder-script	2
People	NOUN	6	jacobs-ladder-script	5
SARAH	NOUN	1	jacobs-ladder-script	1
SCENE	NOUN	10	jacobs-ladder-script	1
TERMINAL	NOUN	9	jacobs-ladder-script	1
a	NOUN	7	jacobs-ladder-script	1
a-	NOUN	0	jacobs-ladder-script	1
abandon	NOUN	7	jacobs-ladder-script	1
abdoman	NOUN	0	jacobs-ladder-script	1
abstraction	NOUN	6	jacobs-ladder-script	2
abyss	NOUN	1	jacobs-ladder-script	2
accent	NOUN	7	jacobs-ladder-script	1
accident	NOUN	2	jacobs-ladder-script	3
acre	NOUN	3	jacobs-ladder-script	1
act	NOUN	15	jacobs-ladder-script	2
action	NOUN	12	jacobs-ladder-script	4
activity	NOUN	6	jacobs-ladder-script	1
address	NOUN	18	jacobs-ladder-script	3
adjustment	NOUN	5	jacobs-ladder-script	3
admirer	NOUN	3	jacobs-ladder-script	1
adulthood	NOUN	2	jacobs-ladder-script	1
advertisement	NOUN	1	jacobs-ladder-script	1
affection	NOUN	1	jacobs-ladder-script	3
agitation	NOUN	5	jacobs-ladder-script	1
agony	NOUN	2	jacobs-ladder-script	1
agreement	NOUN	6	jacobs-ladder-script	1
aide	NOUN	2	jacobs-ladder-script	2
air	NOUN	15	jacobs-ladder-script	29
airplane	NOUN	1	jacobs-ladder-script	1
aisle	NOUN	3	jacobs-ladder-script	2
alimony	NOUN	1	jacobs-ladder-script	1
ality	NOUN	0	jacobs-ladder-script	1
all-	NOUN	0	jacobs-ladder-script	1
alley	NOUN	2	jacobs-ladder-script	1
allowance	NOUN	7	jacobs-ladder-script	2
ally	NOUN	3	jacobs-ladder-script	1
alteration	NOUN	3	jacobs-ladder-script	1
amazement	NOUN	1	jacobs-ladder-script	4
ambulance	NOUN	1	jacobs-ladder-script	2
ampitheatre	NOUN	0	jacobs-ladder-script	1
amusement	NOUN	2	jacobs-ladder-script	1
analysis	NOUN	6	jacobs-ladder-script	1
angel	NOUN	4	jacobs-ladder-script	8
angelic	NOUN	3	jacobs-ladder-script	1
anger	NOUN	5	jacobs-ladder-script	6
animal	NOUN	2	jacobs-ladder-script	2
ankle	NOUN	1	jacobs-ladder-script	2
answer	NOUN	15	jacobs-ladder-script	5
ant	NOUN	1	jacobs-ladder-script	1
anticipation	NOUN	4	jacobs-ladder-script	1
antidote	NOUN	1	jacobs-ladder-script	6
apartment	NOUN	1	jacobs-ladder-script	18
apex	NOUN	2	jacobs-ladder-script	1
apotheosis	NOUN	2	jacobs-ladder-script	1
apparatus	NOUN	2	jacobs-ladder-script	1
appearance	NOUN	6	jacobs-ladder-script	3
appeasement	NOUN	1	jacobs-ladder-script	1
appendage	NOUN	3	jacobs-ladder-script	1
applause	NOUN	1	jacobs-ladder-script	1
apple	NOUN	2	jacobs-ladder-script	1
appointment	NOUN	6	jacobs-ladder-script	2
approach	NOUN	14	jacobs-ladder-script	2
approval	NOUN	4	jacobs-ladder-script	1
apt./frank	NOUN	0	jacobs-ladder-script	1
archetype	NOUN	1	jacobs-ladder-script	1
ardor	NOUN	3	jacobs-ladder-script	1
area	NOUN	6	jacobs-ladder-script	5
arm	NOUN	8	jacobs-ladder-script	25
army	NOUN	3	jacobs-ladder-script	22
array	NOUN	6	jacobs-ladder-script	1
arrest	NOUN	6	jacobs-ladder-script	1
arterial	NOUN	1	jacobs-ladder-script	1
ascent	NOUN	3	jacobs-ladder-script	1
ashtray	NOUN	1	jacobs-ladder-script	1
aspect	NOUN	5	jacobs-ladder-script	2
aspirin	NOUN	1	jacobs-ladder-script	1
ass	NOUN	6	jacobs-ladder-script	2
assault	NOUN	7	jacobs-ladder-script	2
assistance	NOUN	2	jacobs-ladder-script	1
astonishment	NOUN	1	jacobs-ladder-script	1
atmosphere	NOUN	6	jacobs-ladder-script	1
attachment	NOUN	7	jacobs-ladder-script	1
attack	NOUN	15	jacobs-ladder-script	6
attacker	NOUN	1	jacobs-ladder-script	2
attempt	NOUN	4	jacobs-ladder-script	4
attendant	NOUN	5	jacobs-ladder-script	1
attention	NOUN	6	jacobs-ladder-script	10
aura	NOUN	3	jacobs-ladder-script	1
awe	NOUN	3	jacobs-ladder-script	1
awestruck	NOUN	1	jacobs-ladder-script	1
baby	NOUN	8	jacobs-ladder-script	4
back	NOUN	28	jacobs-ladder-script	35
background	NOUN	9	jacobs-ladder-script	2
bag	NOUN	14	jacobs-ladder-script	14
baggie	NOUN	0	jacobs-ladder-script	1
bakery	NOUN	1	jacobs-ladder-script	1
balance	NOUN	16	jacobs-ladder-script	1
ball	NOUN	13	jacobs-ladder-script	3
bamboo	NOUN	2	jacobs-ladder-script	1
bang	NOUN	12	jacobs-ladder-script	4
bank	NOUN	18	jacobs-ladder-script	3
banshee	NOUN	1	jacobs-ladder-script	2
bar	NOUN	19	jacobs-ladder-script	10
barrel	NOUN	6	jacobs-ladder-script	1
base	NOUN	30	jacobs-ladder-script	1
baseboard	NOUN	1	jacobs-ladder-script	1
basket	NOUN	4	jacobs-ladder-script	1
bastard	NOUN	4	jacobs-ladder-script	1
batallion	NOUN	0	jacobs-ladder-script	1
bath	NOUN	7	jacobs-ladder-script	1
bathrobe	NOUN	1	jacobs-ladder-script	3
bathroom	NOUN	2	jacobs-ladder-script	3
battalion	NOUN	2	jacobs-ladder-script	1
battle	NOUN	4	jacobs-ladder-script	3
battlefield	NOUN	1	jacobs-ladder-script	2
battleground	NOUN	1	jacobs-ladder-script	1
bay	NOUN	10	jacobs-ladder-script	1
bayonet	NOUN	2	jacobs-ladder-script	13
beam	NOUN	13	jacobs-ladder-script	4
beard	NOUN	6	jacobs-ladder-script	1
beat	NOUN	34	jacobs-ladder-script	1
beating	NOUN	25	jacobs-ladder-script	1
beauty	NOUN	3	jacobs-ladder-script	5
bed	NOUN	13	jacobs-ladder-script	35
bedroom	NOUN	1	jacobs-ladder-script	24
beer	NOUN	1	jacobs-ladder-script	3
behavior	NOUN	4	jacobs-ladder-script	1
being	NOUN	15	jacobs-ladder-script	3
belly	NOUN	6	jacobs-ladder-script	5
belt	NOUN	10	jacobs-ladder-script	2
bench	NOUN	9	jacobs-ladder-script	1
bewilderment	NOUN	1	jacobs-ladder-script	1
bicycle	NOUN	2	jacobs-ladder-script	2
bike	NOUN	3	jacobs-ladder-script	1
bile	NOUN	1	jacobs-ladder-script	1
bill	NOUN	13	jacobs-ladder-script	2
billowing	NOUN	5	jacobs-ladder-script	1
bird	NOUN	6	jacobs-ladder-script	2
birth	NOUN	6	jacobs-ladder-script	2
bit	NOUN	15	jacobs-ladder-script	9
bitch	NOUN	6	jacobs-ladder-script	7
bite	NOUN	13	jacobs-ladder-script	2
blade	NOUN	9	jacobs-ladder-script	7
blanket	NOUN	6	jacobs-ladder-script	3
blaring	NOUN	4	jacobs-ladder-script	1
blaze	NOUN	10	jacobs-ladder-script	1
bleeding	NOUN	6	jacobs-ladder-script	1
blessing	NOUN	9	jacobs-ladder-script	1
blind	NOUN	10	jacobs-ladder-script	2
blister	NOUN	6	jacobs-ladder-script	1
blood	NOUN	6	jacobs-ladder-script	7
blot	NOUN	4	jacobs-ladder-script	1
blouse	NOUN	1	jacobs-ladder-script	1
blow	NOUN	29	jacobs-ladder-script	2
blue	NOUN	16	jacobs-ladder-script	2
blur	NOUN	7	jacobs-ladder-script	2
body	NOUN	12	jacobs-ladder-script	43
bomb	NOUN	5	jacobs-ladder-script	1
bombardment	NOUN	4	jacobs-ladder-script	1
bone	NOUN	6	jacobs-ladder-script	1
bony	NOUN	3	jacobs-ladder-script	1
book	NOUN	15	jacobs-ladder-script	12
boom	NOUN	10	jacobs-ladder-script	1
boot	NOUN	9	jacobs-ladder-script	1
booth	NOUN	4	jacobs-ladder-script	7
boss	NOUN	8	jacobs-ladder-script	1
bottle	NOUN	5	jacobs-ladder-script	2
bottom	NOUN	12	jacobs-ladder-script	2
boundary	NOUN	3	jacobs-ladder-script	2
bowl	NOUN	12	jacobs-ladder-script	2
box	NOUN	13	jacobs-ladder-script	12
boy	NOUN	4	jacobs-ladder-script	11
boys	NOUN	4	jacobs-ladder-script	1
brain	NOUN	7	jacobs-ladder-script	10
branch	NOUN	8	jacobs-ladder-script	3
brass	NOUN	7	jacobs-ladder-script	3
break	NOUN	75	jacobs-ladder-script	2
breakfast	NOUN	3	jacobs-ladder-script	2
breast	NOUN	7	jacobs-ladder-script	3
breath	NOUN	5	jacobs-ladder-script	9
breathing	NOUN	11	jacobs-ladder-script	2
breeze	NOUN	4	jacobs-ladder-script	1
brick	NOUN	2	jacobs-ladder-script	2
briefcase	NOUN	1	jacobs-ladder-script	1
brightness	NOUN	3	jacobs-ladder-script	4
brilliance	NOUN	3	jacobs-ladder-script	4
broom	NOUN	5	jacobs-ladder-script	1
brother	NOUN	5	jacobs-ladder-script	3
brow	NOUN	3	jacobs-ladder-script	2
bubble	NOUN	9	jacobs-ladder-script	1
buddy	NOUN	1	jacobs-ladder-script	8
building	NOUN	14	jacobs-ladder-script	6
bulb	NOUN	6	jacobs-ladder-script	1
bullshit	NOUN	2	jacobs-ladder-script	2
bump	NOUN	8	jacobs-ladder-script	2
bunk	NOUN	9	jacobs-ladder-script	3
burst	NOUN	12	jacobs-ladder-script	11
business	NOUN	9	jacobs-ladder-script	3
butt	NOUN	12	jacobs-ladder-script	1
buttock	NOUN	1	jacobs-ladder-script	1
button	NOUN	9	jacobs-ladder-script	1
bystander	NOUN	1	jacobs-ladder-script	1
cab	NOUN	4	jacobs-ladder-script	4
cabinet	NOUN	4	jacobs-ladder-script	2
cacophony	NOUN	2	jacobs-ladder-script	1
cage	NOUN	6	jacobs-ladder-script	3
cake	NOUN	4	jacobs-ladder-script	1
calf	NOUN	4	jacobs-ladder-script	1
call	NOUN	41	jacobs-ladder-script	2
calm	NOUN	8	jacobs-ladder-script	1
camera	NOUN	2	jacobs-ladder-script	8
campus	NOUN	1	jacobs-ladder-script	1
can	NOUN	8	jacobs-ladder-script	2
cap	NOUN	11	jacobs-ladder-script	3
capacity	NOUN	9	jacobs-ladder-script	2
car	NOUN	5	jacobs-ladder-script	39
card	NOUN	13	jacobs-ladder-script	7
care	NOUN	11	jacobs-ladder-script	3
carpet	NOUN	5	jacobs-ladder-script	8
carrot	NOUN	4	jacobs-ladder-script	1
case	NOUN	22	jacobs-ladder-script	4
casket	NOUN	3	jacobs-ladder-script	1
casualness	NOUN	1	jacobs-ladder-script	1
catastrophe	NOUN	3	jacobs-ladder-script	2
cathedral	NOUN	3	jacobs-ladder-script	1
ceiling	NOUN	4	jacobs-ladder-script	19
cell	NOUN	7	jacobs-ladder-script	1
cement	NOUN	8	jacobs-ladder-script	1
cemetery	NOUN	1	jacobs-ladder-script	1
center	NOUN	23	jacobs-ladder-script	2
cereal	NOUN	4	jacobs-ladder-script	1
chain	NOUN	12	jacobs-ladder-script	8
chair	NOUN	7	jacobs-ladder-script	9
champagne	NOUN	2	jacobs-ladder-script	1
chance	NOUN	9	jacobs-ladder-script	4
change	NOUN	20	jacobs-ladder-script	2
channel	NOUN	11	jacobs-ladder-script	1
chaos	NOUN	4	jacobs-ladder-script	4
char	NOUN	5	jacobs-ladder-script	1
charge	NOUN	40	jacobs-ladder-script	7
chart	NOUN	5	jacobs-ladder-script	1
chase	NOUN	7	jacobs-ladder-script	1
check	NOUN	38	jacobs-ladder-script	1
cheek	NOUN	5	jacobs-ladder-script	5
cheer	NOUN	7	jacobs-ladder-script	1
chemist	NOUN	2	jacobs-ladder-script	4
chemistry	NOUN	3	jacobs-ladder-script	3
cherub	NOUN	2	jacobs-ladder-script	2
chest	NOUN	4	jacobs-ladder-script	6
chiatrist	NOUN	0	jacobs-ladder-script	1
chicken	NOUN	5	jacobs-ladder-script	1
child	NOUN	4	jacobs-ladder-script	7
childhood	NOUN	2	jacobs-ladder-script	1
chin	NOUN	3	jacobs-ladder-script	1
chiropractor	NOUN	1	jacobs-ladder-script	5
chopper	NOUN	4	jacobs-ladder-script	1
chunk	NOUN	4	jacobs-ladder-script	4
church	NOUN	5	jacobs-ladder-script	1
chute	NOUN	3	jacobs-ladder-script	2
circle	NOUN	11	jacobs-ladder-script	3
city	NOUN	3	jacobs-ladder-script	3
clam	NOUN	4	jacobs-ladder-script	1
clash	NOUN	7	jacobs-ladder-script	2
class	NOUN	9	jacobs-ladder-script	1
claw	NOUN	8	jacobs-ladder-script	2
claws	NOUN	8	jacobs-ladder-script	2
cleaner	NOUN	21	jacobs-ladder-script	8
clearing	NOUN	27	jacobs-ladder-script	1
clientele	NOUN	1	jacobs-ladder-script	1
cliff	NOUN	1	jacobs-ladder-script	1
climax	NOUN	6	jacobs-ladder-script	1
climb	NOUN	9	jacobs-ladder-script	1
closet	NOUN	5	jacobs-ladder-script	5
closing	NOUN	23	jacobs-ladder-script	3
clothe	NOUN	3	jacobs-ladder-script	14
cloud	NOUN	14	jacobs-ladder-script	5
coal	NOUN	5	jacobs-ladder-script	1
coat	NOUN	6	jacobs-ladder-script	11
cob	NOUN	4	jacobs-ladder-script	1
cocksucker	NOUN	2	jacobs-ladder-script	1
coffee	NOUN	4	jacobs-ladder-script	3
cold	NOUN	16	jacobs-ladder-script	2
collar	NOUN	12	jacobs-ladder-script	1
collision	NOUN	3	jacobs-ladder-script	1
collison	NOUN	0	jacobs-ladder-script	1
colonel	NOUN	1	jacobs-ladder-script	1
color	NOUN	15	jacobs-ladder-script	5
combat	NOUN	3	jacobs-ladder-script	1
combustion	NOUN	3	jacobs-ladder-script	1
comfort	NOUN	9	jacobs-ladder-script	3
comin	NOUN	0	jacobs-ladder-script	4
command	NOUN	12	jacobs-ladder-script	1
commotion	NOUN	3	jacobs-ladder-script	1
company	NOUN	10	jacobs-ladder-script	2
compassion	NOUN	2	jacobs-ladder-script	2
complex	NOUN	5	jacobs-ladder-script	1
complexity	NOUN	1	jacobs-ladder-script	1
composure	NOUN	1	jacobs-ladder-script	2
comrade	NOUN	3	jacobs-ladder-script	1
con-	NOUN	0	jacobs-ladder-script	1
concern	NOUN	7	jacobs-ladder-script	2
concrete	NOUN	5	jacobs-ladder-script	2
condition	NOUN	13	jacobs-ladder-script	1
confidence	NOUN	5	jacobs-ladder-script	1
conflagration	NOUN	1	jacobs-ladder-script	2
confrontation	NOUN	5	jacobs-ladder-script	1
confusion	NOUN	5	jacobs-ladder-script	11
connect-	NOUN	0	jacobs-ladder-script	1
connection	NOUN	9	jacobs-ladder-script	1
consciousness	NOUN	2	jacobs-ladder-script	2
consent	NOUN	2	jacobs-ladder-script	1
consideration	NOUN	6	jacobs-ladder-script	1
conspiracy	NOUN	3	jacobs-ladder-script	2
contact	NOUN	11	jacobs-ladder-script	1
container	NOUN	1	jacobs-ladder-script	4
content	NOUN	10	jacobs-ladder-script	2
context	NOUN	2	jacobs-ladder-script	1
contingent	NOUN	5	jacobs-ladder-script	1
contraption	NOUN	1	jacobs-ladder-script	1
control	NOUN	19	jacobs-ladder-script	7
convention	NOUN	5	jacobs-ladder-script	1
conversation	NOUN	1	jacobs-ladder-script	2
conveyor	NOUN	2	jacobs-ladder-script	1
cord	NOUN	6	jacobs-ladder-script	1
core	NOUN	11	jacobs-ladder-script	1
corner	NOUN	14	jacobs-ladder-script	8
corridor	NOUN	1	jacobs-ladder-script	8
couch	NOUN	4	jacobs-ladder-script	2
coulmn	NOUN	0	jacobs-ladder-script	1
counter	NOUN	13	jacobs-ladder-script	5
country	NOUN	5	jacobs-ladder-script	1
couple	NOUN	9	jacobs-ladder-script	7
court	NOUN	14	jacobs-ladder-script	1
courtyard	NOUN	1	jacobs-ladder-script	3
cousin	NOUN	1	jacobs-ladder-script	1
cover	NOUN	36	jacobs-ladder-script	3
covering	NOUN	31	jacobs-ladder-script	1
crack	NOUN	24	jacobs-ladder-script	12
cracking	NOUN	17	jacobs-ladder-script	3
crackle	NOUN	6	jacobs-ladder-script	1
craft	NOUN	6	jacobs-ladder-script	1
cramp	NOUN	7	jacobs-ladder-script	1
crash	NOUN	18	jacobs-ladder-script	1
crater	NOUN	3	jacobs-ladder-script	1
crazy	NOUN	6	jacobs-ladder-script	1
creak	NOUN	2	jacobs-ladder-script	1
creation	NOUN	6	jacobs-ladder-script	1
creature	NOUN	3	jacobs-ladder-script	20
creatures	NOUN	3	jacobs-ladder-script	3
credit	NOUN	13	jacobs-ladder-script	4
crescendo	NOUN	3	jacobs-ladder-script	2
crevasse	NOUN	1	jacobs-ladder-script	2
crevice	NOUN	2	jacobs-ladder-script	2
crew	NOUN	5	jacobs-ladder-script	1
crisis	NOUN	2	jacobs-ladder-script	1
criticism	NOUN	3	jacobs-ladder-script	1
cross	NOUN	16	jacobs-ladder-script	5
crotch	NOUN	3	jacobs-ladder-script	1
crowd	NOUN	6	jacobs-ladder-script	10
crown	NOUN	16	jacobs-ladder-script	1
cruise	NOUN	5	jacobs-ladder-script	1
crush	NOUN	12	jacobs-ladder-script	1
cry	NOUN	12	jacobs-ladder-script	6
cube	NOUN	7	jacobs-ladder-script	6
cup	NOUN	11	jacobs-ladder-script	3
curb	NOUN	8	jacobs-ladder-script	2
curiosity	NOUN	2	jacobs-ladder-script	1
current	NOUN	4	jacobs-ladder-script	1
curse	NOUN	9	jacobs-ladder-script	2
curtain	NOUN	3	jacobs-ladder-script	2
customer	NOUN	1	jacobs-ladder-script	1
cut	NOUN	70	jacobs-ladder-script	4
dad	NOUN	1	jacobs-ladder-script	1
daddy	NOUN	1	jacobs-ladder-script	2
damage	NOUN	7	jacobs-ladder-script	1
damnation	NOUN	2	jacobs-ladder-script	1
dance	NOUN	7	jacobs-ladder-script	5
dancer	NOUN	2	jacobs-ladder-script	14
dancing	NOUN	4	jacobs-ladder-script	5
dangling	NOUN	3	jacobs-ladder-script	1
dark	NOUN	16	jacobs-ladder-script	3
darkening	NOUN	5	jacobs-ladder-script	2
darkness	NOUN	6	jacobs-ladder-script	22
dash	NOUN	12	jacobs-ladder-script	1
dawn	NOUN	6	jacobs-ladder-script	1
day	NOUN	10	jacobs-ladder-script	20
daylight	NOUN	2	jacobs-ladder-script	1
daze	NOUN	4	jacobs-ladder-script	1
death	NOUN	8	jacobs-ladder-script	4
debris	NOUN	1	jacobs-ladder-script	3
decade	NOUN	2	jacobs-ladder-script	1
decision	NOUN	5	jacobs-ladder-script	1
decoration	NOUN	3	jacobs-ladder-script	1
defeat	NOUN	4	jacobs-ladder-script	2
definition	NOUN	2	jacobs-ladder-script	2
degree	NOUN	7	jacobs-ladder-script	1
deliberation	NOUN	5	jacobs-ladder-script	1
delight	NOUN	5	jacobs-ladder-script	1
delirium	NOUN	2	jacobs-ladder-script	2
delusion	NOUN	3	jacobs-ladder-script	2
demand	NOUN	11	jacobs-ladder-script	1
demeanor	NOUN	1	jacobs-ladder-script	1
demon	NOUN	3	jacobs-ladder-script	32
demonology	NOUN	0	jacobs-ladder-script	1
demonstration	NOUN	5	jacobs-ladder-script	1
density	NOUN	2	jacobs-ladder-script	1
deposit	NOUN	12	jacobs-ladder-script	1
deposition	NOUN	4	jacobs-ladder-script	1
der	NOUN	1	jacobs-ladder-script	1
descent	NOUN	6	jacobs-ladder-script	1
desk	NOUN	1	jacobs-ladder-script	6
destruction	NOUN	3	jacobs-ladder-script	1
detonation	NOUN	2	jacobs-ladder-script	1
device	NOUN	5	jacobs-ladder-script	2
devil	NOUN	7	jacobs-ladder-script	6
dial	NOUN	6	jacobs-ladder-script	2
dick	NOUN	2	jacobs-ladder-script	1
difference	NOUN	5	jacobs-ladder-script	1
difficulty	NOUN	4	jacobs-ladder-script	2
dime	NOUN	2	jacobs-ladder-script	1
dimension	NOUN	6	jacobs-ladder-script	3
dining	NOUN	5	jacobs-ladder-script	2
dinner	NOUN	2	jacobs-ladder-script	3
direction	NOUN	9	jacobs-ladder-script	14
disaster	NOUN	3	jacobs-ladder-script	1
disbelief	NOUN	2	jacobs-ladder-script	4
disc	NOUN	4	jacobs-ladder-script	1
discharge	NOUN	20	jacobs-ladder-script	1
discomfort	NOUN	2	jacobs-ladder-script	1
discrimination	NOUN	2	jacobs-ladder-script	1
disgust	NOUN	3	jacobs-ladder-script	1
dishwashing	NOUN	1	jacobs-ladder-script	1
dismay	NOUN	4	jacobs-ladder-script	1
dismissal	NOUN	4	jacobs-ladder-script	1
display	NOUN	8	jacobs-ladder-script	3
distance	NOUN	8	jacobs-ladder-script	13
distraction	NOUN	4	jacobs-ladder-script	1
dive	NOUN	7	jacobs-ladder-script	1
divining	NOUN	2	jacobs-ladder-script	1
divorce	NOUN	3	jacobs-ladder-script	1
do	NOUN	16	jacobs-ladder-script	1
dock	NOUN	12	jacobs-ladder-script	1
doctor	NOUN	7	jacobs-ladder-script	38
doctorate	NOUN	1	jacobs-ladder-script	2
doctors	NOUN	7	jacobs-ladder-script	1
dog	NOUN	8	jacobs-ladder-script	3
dollar	NOUN	4	jacobs-ladder-script	3
dolly	NOUN	3	jacobs-ladder-script	1
doomsayer	NOUN	0	jacobs-ladder-script	1
door	NOUN	5	jacobs-ladder-script	70
doorr	NOUN	0	jacobs-ladder-script	1
doorway	NOUN	1	jacobs-ladder-script	3
dos	NOUN	18	jacobs-ladder-script	1
dose	NOUN	6	jacobs-ladder-script	1
downtown	NOUN	3	jacobs-ladder-script	1
draft	NOUN	14	jacobs-ladder-script	2
drain	NOUN	8	jacobs-ladder-script	1
drawer	NOUN	3	jacobs-ladder-script	5
dream	NOUN	8	jacobs-ladder-script	5
dreamer	NOUN	3	jacobs-ladder-script	1
dress	NOUN	21	jacobs-ladder-script	1
dressing	NOUN	23	jacobs-ladder-script	1
drift	NOUN	17	jacobs-ladder-script	1
drink	NOUN	10	jacobs-ladder-script	3
driver	NOUN	5	jacobs-ladder-script	3
drivin	NOUN	0	jacobs-ladder-script	1
drop	NOUN	32	jacobs-ladder-script	3
drug	NOUN	3	jacobs-ladder-script	6
dusk	NOUN	2	jacobs-ladder-script	3
dy	NOUN	1	jacobs-ladder-script	1
eagle	NOUN	6	jacobs-ladder-script	1
ear	NOUN	5	jacobs-ladder-script	8
earth	NOUN	9	jacobs-ladder-script	4
ecstacy	NOUN	0	jacobs-ladder-script	1
ed	NOUN	1	jacobs-ladder-script	1
edge	NOUN	10	jacobs-ladder-script	5
effect	NOUN	8	jacobs-ladder-script	5
effectiveness	NOUN	2	jacobs-ladder-script	1
efficiency	NOUN	2	jacobs-ladder-script	2
effort	NOUN	4	jacobs-ladder-script	5
ego	NOUN	3	jacobs-ladder-script	2
elevator	NOUN	2	jacobs-ladder-script	5
emanate	NOUN	2	jacobs-ladder-script	1
ember	NOUN	1	jacobs-ladder-script	1
embrace	NOUN	6	jacobs-ladder-script	1
emergency	NOUN	3	jacobs-ladder-script	2
emotion	NOUN	1	jacobs-ladder-script	4
employees	NOUN	1	jacobs-ladder-script	1
emptiness	NOUN	4	jacobs-ladder-script	1
ence	NOUN	0	jacobs-ladder-script	1
end	NOUN	18	jacobs-ladder-script	10
enemy	NOUN	4	jacobs-ladder-script	2
energy	NOUN	7	jacobs-ladder-script	2
engine	NOUN	4	jacobs-ladder-script	1
entrance	NOUN	5	jacobs-ladder-script	1
equipment	NOUN	1	jacobs-ladder-script	1
erupt	NOUN	8	jacobs-ladder-script	1
erupting	NOUN	8	jacobs-ladder-script	1
escape	NOUN	15	jacobs-ladder-script	1
essence	NOUN	4	jacobs-ladder-script	1
euphoria	NOUN	1	jacobs-ladder-script	2
evasion	NOUN	4	jacobs-ladder-script	1
evening	NOUN	6	jacobs-ladder-script	5
event	NOUN	4	jacobs-ladder-script	1
evil	NOUN	6	jacobs-ladder-script	2
exchange	NOUN	17	jacobs-ladder-script	1
excitement	NOUN	4	jacobs-ladder-script	1
exercise	NOUN	10	jacobs-ladder-script	1
existence	NOUN	2	jacobs-ladder-script	2
existentialist	NOUN	2	jacobs-ladder-script	1
exit	NOUN	6	jacobs-ladder-script	4
exorcism	NOUN	1	jacobs-ladder-script	2
experiment	NOUN	5	jacobs-ladder-script	4
explode	NOUN	10	jacobs-ladder-script	2
explodes	NOUN	10	jacobs-ladder-script	1
explosion	NOUN	7	jacobs-ladder-script	2
expression	NOUN	9	jacobs-ladder-script	5
extension	NOUN	12	jacobs-ladder-script	2
eye	NOUN	6	jacobs-ladder-script	96
eyedropper	NOUN	0	jacobs-ladder-script	5
fabric	NOUN	2	jacobs-ladder-script	1
face	NOUN	22	jacobs-ladder-script	53
fade	NOUN	6	jacobs-ladder-script	3
faith	NOUN	4	jacobs-ladder-script	1
fall	NOUN	44	jacobs-ladder-script	1
family	NOUN	8	jacobs-ladder-script	4
fantasy	NOUN	4	jacobs-ladder-script	1
fascination	NOUN	3	jacobs-ladder-script	2
fashion	NOUN	5	jacobs-ladder-script	1
father	NOUN	9	jacobs-ladder-script	6
faucet	NOUN	1	jacobs-ladder-script	1
fault	NOUN	8	jacobs-ladder-script	1
favor	NOUN	9	jacobs-ladder-script	1
fear	NOUN	8	jacobs-ladder-script	12
feeling	NOUN	19	jacobs-ladder-script	2
fiberglass	NOUN	1	jacobs-ladder-script	1
field	NOUN	21	jacobs-ladder-script	3
fight	NOUN	9	jacobs-ladder-script	3
fighting	NOUN	6	jacobs-ladder-script	1
figure	NOUN	18	jacobs-ladder-script	7
file	NOUN	9	jacobs-ladder-script	3
film	NOUN	7	jacobs-ladder-script	4
fin	NOUN	9	jacobs-ladder-script	1
finger	NOUN	7	jacobs-ladder-script	12
fingernail	NOUN	1	jacobs-ladder-script	1
fire	NOUN	18	jacobs-ladder-script	13
firework	NOUN	1	jacobs-ladder-script	1
fish	NOUN	6	jacobs-ladder-script	1
fissure	NOUN	4	jacobs-ladder-script	1
fist	NOUN	1	jacobs-ladder-script	2
flame	NOUN	4	jacobs-ladder-script	13
flap	NOUN	11	jacobs-ladder-script	1
flapping	NOUN	7	jacobs-ladder-script	1
flare	NOUN	15	jacobs-ladder-script	1
